,DONOTIMPORT,JOURNAL,DATE,REVERSEDATE,DESCRIPTION,REFERENCE_NO,SOURCEENTITY,LINE_NO,ACCT_NO,LOCATION_ID,DEPT_ID,GLENTRY_CLASSID,GLENTRY_PROJECTID,DOCUMENT,MEMO,DEBIT,CREDIT,CURRENCY,EXCH_RATE_DATE,EXCH_RATE_TYPE_ID,EXCHANGE_RATE,GLENTRY_CUSTOMERID,GLENTRY_VENDORID,GLENTRY_EMPLOYEEID,GLENTRY_ITEMID,ALLOCATION_ID
ARB00257_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00257_USD,,,,,530.6,,,,,,,,,
ARB00267_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00267_USD,,,,,144.1,,,,,,,,,
ARB00320_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00320_EUR,,,,,0.0,,,,,,,,,
ARB00320_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00320_GBP,,,,,578.48,,,,,,,,,
ARB00333_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00333_EUR,,,,,0.0,,,,,,,,,
ARB00333_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00333_GBP,,,,,146.72,,,,,,,,,
ARB00354_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00354_USD,,,,,512.59,,,,,,,,,
ARB00355_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00355_EUR,,,,,0.0,,,,,,,,,
ARB00355_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00355_GBP,,,,,3.36,,,,,,,,,
ARB00390_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00390_CAD,,,,,0.0,,,,,,,,,
ARB00390_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00390_USD,,,,,51.0,,,,,,,,,
ARB00412_CHF,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00412_CHF,,,,,0.0,,,,,,,,,
ARB00412_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00412_EUR,,,,,287.4,,,,,,,,,
ARB00412_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00412_GBP,,,,,219.51999999999998,,,,,,,,,
ARB00412_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00412_USD,,,,,11.66,,,,,,,,,
ARB00422_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00422_EUR,,,,,0.0,,,,,,,,,
ARB00422_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00422_GBP,,,,,23.41,,,,,,,,,
ARB00422_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00422_USD,,,,,1029.0,,,,,,,,,
ARB00423_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00423_EUR,,,,,0.0,,,,,,,,,
ARB00423_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00423_GBP,,,,,18.17,,,,,,,,,
ARB00423_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00423_USD,,,,,5802.299999999999,,,,,,,,,
ARB00424_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00424_EUR,,,,,0.0,,,,,,,,,
ARB00424_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00424_GBP,,,,,210.93,,,,,,,,,
ARB00424_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00424_USD,,,,,1116.3,,,,,,,,,
ARB00425_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00425_EUR,,,,,0.0,,,,,,,,,
ARB00425_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00425_GBP,,,,,101.68,,,,,,,,,
ARB00425_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00425_USD,,,,,9447.900000000001,,,,,,,,,
ARB00426_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00426_CAD,,,,,0.0,,,,,,,,,
ARB00426_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00426_EUR,,,,,0.0,,,,,,,,,
ARB00426_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00426_GBP,,,,,44.85,,,,,,,,,
ARB00426_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00426_USD,,,,,2801.2,,,,,,,,,
ARB00432_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00432_EUR,,,,,0.0,,,,,,,,,
ARB00432_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00432_GBP,,,,,71.68,,,,,,,,,
ARB00435_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00435_EUR,,,,,0.0,,,,,,,,,
ARB00435_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00435_GBP,,,,,3.12,,,,,,,,,
ARB00435_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00435_USD,,,,,4233.6,,,,,,,,,
ARB00441_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00441_EUR,,,,,0.0,,,,,,,,,
ARB00441_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00441_GBP,,,,,9.48,,,,,,,,,
ARB00441_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00441_USD,,,,,352.12,,,,,,,,,
ARB00442_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00442_USD,,,,,23.1,,,,,,,,,
ARB00446_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00446_EUR,,,,,0.0,,,,,,,,,
ARB00446_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00446_GBP,,,,,28.12,,,,,,,,,
ARB00446_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00446_USD,,,,,2244.9,,,,,,,,,
ARB00449_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00449_EUR,,,,,0.0,,,,,,,,,
ARB00449_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00449_GBP,,,,,15.6,,,,,,,,,
ARB00449_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00449_USD,,,,,243.04,,,,,,,,,
ARB00456_CHF,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00456_CHF,,,,,0.0,,,,,,,,,
ARB00456_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00456_EUR,,,,,33.6,,,,,,,,,
ARB00456_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00456_USD,,,,,245.29999999999998,,,,,,,,,
ARB00460_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00460_CAD,,,,,0.0,,,,,,,,,
ARB00460_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00460_USD,,,,,35.7,,,,,,,,,
ARB00469_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00469_EUR,,,,,0.0,,,,,,,,,
ARB00469_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00469_GBP,,,,,141.55,,,,,,,,,
ARB00469_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00469_USD,,,,,5520.9,,,,,,,,,
ARB00486_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00486_EUR,,,,,0.0,,,,,,,,,
ARB00486_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00486_GBP,,,,,12.48,,,,,,,,,
ARB00486_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00486_USD,,,,,121.80000000000001,,,,,,,,,
ARB00488_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00488_USD,,,,,8.4,,,,,,,,,
ARB00493_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00493_CAD,,,,,0.0,,,,,,,,,
ARB00493_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00493_EUR,,,,,0.0,,,,,,,,,
ARB00493_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00493_GBP,,,,,3.16,,,,,,,,,
ARB00493_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00493_USD,,,,,405.09999999999997,,,,,,,,,
ARB00494_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00494_CAD,,,,,0.0,,,,,,,,,
ARB00494_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00494_EUR,,,,,0.0,,,,,,,,,
ARB00494_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00494_GBP,,,,,33.910000000000004,,,,,,,,,
ARB00494_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00494_USD,,,,,734.1,,,,,,,,,
ARB00501_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00501_EUR,,,,,0.0,,,,,,,,,
ARB00501_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00501_GBP,,,,,13.44,,,,,,,,,
ARB00503_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00503_EUR,,,,,0.0,,,,,,,,,
ARB00503_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00503_GBP,,,,,14.04,,,,,,,,,
ARB00503_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00503_USD,,,,,84.0,,,,,,,,,
ARB00520_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00520_CAD,,,,,0.0,,,,,,,,,
ARB00520_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00520_USD,,,,,95.2,,,,,,,,,
ARB00567_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00567_EUR,,,,,0.0,,,,,,,,,
ARB00567_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00567_GBP,,,,,39.42,,,,,,,,,
ARB00567_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00567_USD,,,,,126.8,,,,,,,,,
ARB00754_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00754_USD,,,,,333.08,,,,,,,,,
ARB00765_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB00765_USD,,,,,10.6,,,,,,,,,
ARB01002_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01002_USD,,,,,39.84,,,,,,,,,
ARB01057_MXN,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01057_MXN,,,,,0.0,,,,,,,,,
ARB01057_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01057_USD,,,,,2033.1,,,,,,,,,
ARB01063_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01063_USD,,,,,441.56,,,,,,,,,
ARB01064_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01064_USD,,,,,101.77000000000001,,,,,,,,,
ARB01065_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01065_USD,,,,,33.6,,,,,,,,,
ARB01066_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01066_USD,,,,,25.2,,,,,,,,,
ARB01071_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01071_USD,,,,,89.60000000000001,,,,,,,,,
ARB01076_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01076_USD,,,,,235.54,,,,,,,,,
ARB01078_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01078_USD,,,,,336.28,,,,,,,,,
ARB01092_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01092_USD,,,,,601.76,,,,,,,,,
ARB01093_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01093_USD,,,,,605.92,,,,,,,,,
ARB01095_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01095_USD,,,,,260.92,,,,,,,,,
ARB01098_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01098_USD,,,,,865.8199999999999,,,,,,,,,
ARB01145_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01145_USD,,,,,605.52,,,,,,,,,
ARB01157_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01157_USD,,,,,333.08000000000004,,,,,,,,,
ARB01158_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01158_USD,,,,,985.36,,,,,,,,,
ARB01166_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01166_USD,,,,,57.12,,,,,,,,,
ARB01172_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01172_USD,,,,,85.14,,,,,,,,,
ARB01176_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01176_USD,,,,,171.64,,,,,,,,,
ARB01177_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01177_USD,,,,,495.63999999999993,,,,,,,,,
ARB01179_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01179_USD,,,,,141.12,,,,,,,,,
ARB01195_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01195_USD,,,,,11.219999999999999,,,,,,,,,
ARB01357_CHF,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01357_CHF,,,,,0.0,,,,,,,,,
ARB01357_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01357_EUR,,,,,489.6,,,,,,,,,
ARB01357_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01357_GBP,,,,,4522.0,,,,,,,,,
ARB01400_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01400_USD,,,,,100.8,,,,,,,,,
ARB01417_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01417_EUR,,,,,0.0,,,,,,,,,
ARB01417_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01417_GBP,,,,,106.60000000000001,,,,,,,,,
ARB01417_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01417_USD,,,,,2081.1000000000004,,,,,,,,,
ARB01445_CHF,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01445_CHF,,,,,0.0,,,,,,,,,
ARB01445_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01445_EUR,,,,,72.0,,,,,,,,,
ARB01445_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01445_GBP,,,,,201.6,,,,,,,,,
ARB01445_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01445_USD,,,,,64.72,,,,,,,,,
ARB01457_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01457_CAD,,,,,0.0,,,,,,,,,
ARB01457_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01457_USD,,,,,155.78,,,,,,,,,
ARB01458_CAD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01458_CAD,,,,,0.0,,,,,,,,,
ARB01458_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01458_USD,,,,,583.29,,,,,,,,,
ARB01466_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01466_USD,,,,,8.4,,,,,,,,,
ARB01476_EUR,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01476_EUR,,,,,0.0,,,,,,,,,
ARB01476_GBP,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01476_GBP,,,,,11.2,,,,,,,,,
ARB01476_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB01476_USD,,,,,399.99,,,,,,,,,
ARB02012_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02012_USD,,,,,945.56,,,,,,,,,
ARB02040_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02040_USD,,,,,132.4,,,,,,,,,
ARB02043_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02043_USD,,,,,388.71999999999997,,,,,,,,,
ARB02044_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02044_USD,,,,,187.2,,,,,,,,,
ARB02045_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02045_USD,,,,,2.88,,,,,,,,,
ARB02047_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02047_USD,,,,,104.72,,,,,,,,,
ARB02052_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02052_USD,,,,,1.76,,,,,,,,,
ARB02055_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02055_USD,,,,,43.86,,,,,,,,,
ARB02076_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02076_USD,,,,,1246.22,,,,,,,,,
ARB02081_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02081_USD,,,,,14.319999999999999,,,,,,,,,
ARB02082_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02082_USD,,,,,331.76,,,,,,,,,
ARB02083_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02083_USD,,,,,31.34,,,,,,,,,
ARB02084_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02084_USD,,,,,30.28,,,,,,,,,
ARB02085_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02085_USD,,,,,0.56,,,,,,,,,
ARB02086_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02086_USD,,,,,1.4,,,,,,,,,
ARB02087_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02087_USD,,,,,2.55,,,,,,,,,
ARB02102_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02102_USD,,,,,228.76,,,,,,,,,
ARB02103_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02103_USD,,,,,1112.52,,,,,,,,,
ARB02106_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02106_USD,,,,,190.14999999999998,,,,,,,,,
ARB02121_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02121_USD,,,,,407.14000000000004,,,,,,,,,
ARB02129_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02129_USD,,,,,112.88,,,,,,,,,
ARB02132_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02132_USD,,,,,36.8,,,,,,,,,
ARB02135_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02135_USD,,,,,44.16,,,,,,,,,
ARB02145_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02145_USD,,,,,230.4,,,,,,,,,
ARB02147_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02147_USD,,,,,499.52,,,,,,,,,
ARB02149_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02149_USD,,,,,28.16,,,,,,,,,
ARB02152_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02152_USD,,,,,92.74,,,,,,,,,
ARB02154_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02154_USD,,,,,128.51999999999998,,,,,,,,,
ARB02158_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02158_USD,,,,,33.0,,,,,,,,,
ARB02167_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02167_USD,,,,,316.23999999999995,,,,,,,,,
ARB02168_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02168_USD,,,,,23.46,,,,,,,,,
ARB02169_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02169_USD,,,,,37.879999999999995,,,,,,,,,
ARB02173_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02173_USD,,,,,129.7,,,,,,,,,
ARB02176_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02176_USD,,,,,506.91999999999996,,,,,,,,,
ARB02177_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02177_USD,,,,,218.4,,,,,,,,,
ARB02179_USD,,,,,Wedbush_Clearing and Exchange Fees_20250402,,,,12100,,,ARB02179_USD,,,,,857.64,,,,,,,,,
